mean self-repetition,mean other-repetition,mean self-repetition no tutor,mean other-repetition no tutor,mean self-repetition per participant,mean other-repetition per participant,mean self-repetition per participant no tutor,mean other-repetition per participant no tutor
0.042375280281510094,0.03295336183730211,0.041287601997320664,0.03469688464180261,0.056967178311939905,0.028737857472260153,0.060298688966690286,0.0281912655221624
0.03609359804007737,0.02259952316910275,0.03923089000809208,0.02370522396429131,0.0246831461140924,0.02379621270024776,0.022269299328122848,0.02425002294786835
0.04934409328504608,0.02818220365748881,0.03961451247165532,0.03607952012713916,0.04666482488459013,0.031549877899917006,0.04361644852872923,0.03442184152780085
0.04272038317904785,0.032983427006214684,0.036392694063926936,0.03463283292050415,0.032029370864039994,0.029964640431857655,0.027557858807858802,0.029678816964838223
0.06960860264023709,0.042143361180694214,0.09095060692404854,0.05093955529999298,0.07862891406135011,0.04636838498421879,0.09136299260998892,0.05178587595269307
0.053847892884711805,0.041471879199853366,0.06856761152938767,0.05467722037714249,0.06247262513358903,0.050809445108095354,0.06679545635828354,0.05508757809865143
0.0502229612285788,0.04480457621167715,0.061413572452392325,0.061128375389630854,0.04480804642863699,0.05317508858163533,0.04584547397305613,0.05875570795146542
0.036447048501886875,0.02876266745204944,0.025878269256420512,0.023733211233211225,0.025676020298767355,0.02786872256207114,0.020111312366067266,0.026278536280109663
0.05973809099093022,0.03835144862931607,0.05628904733946423,0.04054055758547633,0.06095232110627517,0.04000903615027531,0.05871903945875634,0.04203356555491408
0.05991580989242989,0.03174371177606951,0.04354703318762515,0.039681325351140884,0.04828287133238114,0.03805215777451949,0.042093945429075456,0.04122015538472892
0.038272761242729735,0.02777316950618276,0.04139732805073714,0.032009207088531874,0.03809483522648534,0.02970281572214643,0.038892761440269374,0.03132729623216285
0.02771582562356703,0.02041927633039377,0.013061224489795919,0.017725859574599066,0.013533566098420153,0.017674550930315214,0.008791208791208791,0.016768407211905673
0.05365704612641963,0.03658162637695037,0.053706736368415185,0.0404030387710355,0.052774247346637104,0.03803263456357351,0.052575340780858425,0.04007138033776951
0.056274389446830456,0.029059717627954233,0.03637643209044137,0.031714173806873594,0.04367320452234184,0.030108324999403108,0.03524763587580491,0.031074216387374183
0.053603697395466596,0.04000699089352636,0.04510465775054166,0.04169786698345707,0.053858293197427666,0.04166077311559796,0.04848779199180902,0.04329737397897051
0.06371624529967576,0.026998803971037752,0.057371026536222294,0.023060733945493805,0.06183014941950969,0.023877528853733336,0.05852290284631053,0.02117470102392606
0.06429310488423802,0.02231479479403248,0.08548006194347658,0.023856696467887274,0.06679373686881376,0.022236454844521414,0.06937182930611951,0.022358996585174325
0.05197916070231446,0.03370443136617805,0.03068859122596407,0.08180663515968689,0.037643319886700055,0.08156195081854217,0.03234942868016686,0.09738961154186067
0.0468787297356743,0.02554277569150188,0.037105056037094866,0.02477252688598084,0.04555393760214839,0.025384811902051906,0.044300863752875265,0.02527266928164118
0.057449548980967866,0.040096720584924375,0.045403872891435076,0.04413547079782466,0.055730257838293565,0.04265412834578498,0.051210602461415365,0.044664745138690946
0.0428152113922257,0.03208100667248068,0.027869235935125098,0.03299655039044704,0.034427168716002605,0.03241580069545955,0.027878576563819014,0.0327721891620296
0.051284160323112137,0.03110355526362631,0.05487601673612185,0.03543167235088557,0.05896529526391474,0.03562026064610348,0.06181305898945323,0.037867032333154756
0.037392051676643,0.019646451371428644,0.026427115188583077,0.014804205797021186,0.02475082912313148,0.015439403046666342,0.02040168587480811,0.013862636223157717
0.0586313812242395,0.03439916963439872,0.044693363041986886,0.0342511584566609,0.05334041950567194,0.03641603194215835,0.04698706986455477,0.03686682626620614
0.05715581613131261,0.03501544829414266,0.0555995160550457,0.033659749566113256,0.052113923511694915,0.03410797288006877,0.05002644784989529,0.03316069909708176
0.06025090538484129,0.037534965587054346,0.05305927714143305,0.03745779899000534,0.05168479346449062,0.036980628104534195,0.046441681225746906,0.036808763551085956
0.0561773100512432,0.024299835887543943,0.03614334058496495,0.01960599151271739,0.04249193630904492,0.020504891264816603,0.03397150762174236,0.018361468620968317
0.04943524244639953,0.04302494758120579,0.05068032219760081,0.048600923523727635,0.04342107811613885,0.04850867254385047,0.042094368912348586,0.0506715292021152
0.05017442430623909,0.025981983230814184,0.05350806451612903,0.02748627053225605,0.04392279711471101,0.024979859188705388,0.04296494211136405,0.025002354561929348
0.041382435096930736,0.012506067394537558,0.01531019656019656,0.0108477542071292,0.0203472571721307,0.009284361536988394,0.012386297912613699,0.008307065078387913
