mean self-repetition,mean other-repetition,mean self-repetition no tutor,mean other-repetition no tutor,mean self-repetition per participant,mean other-repetition per participant,mean self-repetition per participant no tutor,mean other-repetition per participant no tutor
0.022984660591000603,0.014688914823429065,0.013872261706830114,0.012831551296195362,0.016504035203982574,0.012581222008424925,0.010162997507597572,0.0110920502303239
0.04729790597265959,0.03456951249511658,0.03287051267820498,0.0305631800667821,0.037876736668983495,0.031884196584128915,0.03166755161372386,0.030142682916621418
0.050446270389022815,0.0217241968483374,0.011341189674523007,0.020245319918522523,0.03534645300732752,0.020679142471928376,0.011982673961840627,0.019637567452274646
0.05181111814650448,0.03257516007091956,0.020906075948463793,0.02780817819062982,0.03840906671609833,0.029946059090835815,0.02167235825527568,0.027224015531387057
0.028465542588346722,0.02264310814339,0.02325627844634355,0.0242939947046229,0.02713985457009232,0.022904374470618015,0.0230880299041983,0.024135498670372957
0.04265217897745864,0.021991120147838557,0.03552908031899628,0.017004323019829324,0.03914829711959064,0.019555541215465065,0.03621758665749026,0.017508147310830575
0.029063865388213057,0.01535435580480574,0.015572783258541771,0.015963834360699675,0.018821728776355257,0.012470209709551441,0.010893774851371047,0.011991653901523626
0.03951002269354473,0.015844939730242386,0.014787141870475203,0.014385562335419351,0.0262659978308341,0.013544701542750148,0.012525026267923994,0.01235396715743612
0.04984809623965972,0.03402796908678812,0.04250573347936577,0.03481329342326325,0.04997300151599585,0.03332764278505824,0.04469892303572115,0.033720005928359324
0.05120863336433473,0.02876487513684904,0.02270893624484785,0.03036165133479887,0.0349987135763372,0.029666864972707912,0.022348824998292622,0.030374056584720827
0.03753492064637575,0.028068950770906213,0.029766812814916024,0.028029039984642564,0.032546354705543915,0.02828332585223034,0.028066000771566235,0.0283203081061165
0.05183960107075365,0.0289078645009904,0.039353099730458224,0.030118625581634507,0.04367381217992554,0.024445666357625205,0.03965097402597402,0.023522243580089707
0.04150219932216519,0.031472171160401664,0.02230978851577676,0.030144107472870944,0.033810926474163186,0.03164801449825462,0.021266354189924813,0.03095697825374094
0.056521759955481116,0.03586033976250188,0.04269339185987811,0.03943821769050487,0.0498685948672298,0.038518933354815064,0.04310523714406586,0.0405031456421816
0.04779766575998773,0.039188940763697354,0.031187127053029996,0.040656513872877456,0.045286686957893556,0.038565433203718476,0.02983698643286155,0.03964865822994581
0.05444149929501295,0.026202279355358783,0.03560044777112468,0.0261724305927888,0.04708398885454253,0.026188824135399767,0.034830332308928694,0.02616881167549066
0.0476600389729196,0.035327810613213634,0.028136640491291654,0.0302080341680465,0.03976150828351503,0.038998237637778294,0.0342595389107017,0.03899084276727162
0.04271327364522503,0.025130970337940192,0.008207934336525308,0.03596250818405041,0.018530800968989496,0.03376182182746629,0.0065343956731628815,0.037787540558334734
0.04546320689719144,0.02833121035280143,0.02689136260564832,0.02813942511532072,0.03182567275718412,0.028109382531519355,0.025092351181366337,0.028019600377445185
0.051670303119915315,0.02091894683280861,0.036022717531256424,0.022656205897537675,0.042543296608252124,0.021500172923517268,0.03119471968597324,0.02265211553977576
0.051983851909761625,0.034348514476131096,0.03051953417601701,0.03218758816862531,0.042628387145034495,0.03346441718472896,0.02989987779549761,0.03219741257473467
0.03930897818876765,0.017246198406241975,0.034071076846012904,0.015642826574953566,0.04062958405769034,0.01623437855586341,0.03833289644790697,0.01517732296101118
0.0414532336689929,0.025545207620602226,0.014782836211407639,0.021670611405364946,0.01924533937028731,0.019624475198831235,0.008780397842897842,0.017430550685318458
0.04033961929363922,0.022474425733836165,0.019971752349571895,0.022275879616999922,0.03547521862811478,0.025137104042977143,0.02278061717545845,0.02569088110526569
0.044040609429317985,0.03274264758981896,0.03338043036441503,0.03423098891205977,0.03954608691318218,0.034086688501877745,0.031195216240146217,0.035431743694123496
0.05162446207664887,0.024232674633394242,0.03200832845440688,0.024166291644000543,0.04749708642811804,0.024861351374735254,0.03395995733180607,0.024976201404332023
0.04734204406155897,0.027564656959872442,0.019318004979769682,0.024326019417551088,0.03428870176521994,0.02596182964698619,0.019015063727511206,0.024173135300626897
0.03481744683105975,0.024724804282180768,0.02403078811918591,0.02248272841296419,0.02582370051935908,0.023831227341150316,0.020599066949285802,0.02298921156270947
0.03118317120292657,0.017874896439183302,0.014860184458398743,0.015421265952246431,0.025198530990955335,0.017591047279220527,0.017656820291841114,0.016611332957030992
0.03537739598997677,0.009377710544631039,0.010710497936775306,0.005834993133161527,0.018334399903378148,0.006190280649502404,0.008124064555516168,0.004538929715559465
