mean self-repetition,mean other-repetition,mean self-repetition no tutor,mean other-repetition no tutor,mean self-repetition per participant,mean other-repetition per participant,mean self-repetition per participant no tutor,mean other-repetition per participant no tutor
0.047445448668988796,0.03096087929491154,0.04274215774335744,0.03446772930222649,0.05941220017291325,0.02843709541331347,0.06103544887982314,0.028826479885140057
0.048630244296301646,0.022807293488399674,0.039747231225278665,0.02365521439906142,0.032616820138521005,0.02507846100314785,0.02737112966233133,0.02576483892223904
0.06143409026719829,0.02757611306285884,0.039606583892298174,0.0375659718932062,0.05171509125323589,0.03196259854133268,0.043640217806884464,0.035637703779276435
0.053563661511965316,0.03119947252519822,0.03607604661667599,0.032360909052032004,0.03784725745650308,0.029003624125918736,0.028946988656982846,0.028784821163399747
0.06462255746446384,0.04078327104516369,0.08121705610731884,0.051456834920958844,0.0705051875429427,0.04571259915688145,0.08002954320904304,0.0522205301579185
0.05707149020622566,0.03679054715454844,0.06298574682619466,0.04869478265982296,0.05905154403009618,0.045198546854260675,0.06041709812256556,0.049052773883916996
0.05257754577125658,0.039713816185095396,0.057552018249773414,0.056263364674806124,0.04433536791058281,0.04801968033933028,0.04333774491518292,0.053632374687656255
0.039575224146128234,0.0258762000319135,0.024119617985818523,0.024662138709954144,0.02665361545075822,0.026183413113632537,0.019223320298570688,0.025930308416138553
0.056789058418802274,0.036737267775528666,0.054341904232242666,0.04010122456598235,0.05960292371210936,0.03821021000507226,0.05850646018867786,0.04105270168559
0.056888471679702145,0.029836063410174786,0.03657694857376288,0.042004485353152814,0.042722238406943704,0.038854510408986666,0.03510976888997897,0.043547962658278025
0.039776947448146624,0.028344940925912356,0.036694657702587154,0.03137646789365205,0.0350868249475195,0.030689486080290235,0.033083284832138356,0.032092945816069425
0.043764070836066475,0.02604080619685451,0.030278391298799456,0.031334692535368254,0.028956428593120042,0.02520339136089737,0.024153187536839968,0.02542637170288671
0.054364872945296835,0.037224794601814784,0.05352803303186332,0.04154493646214285,0.05037399114779958,0.03870757729544884,0.04900924973831094,0.04097299929339663
0.055322912940622644,0.029354252910214217,0.043691919355040236,0.03754062815160657,0.047717141013701045,0.03427233392180589,0.04273213229067671,0.037672195517770624
0.04960134702567804,0.03943712678669988,0.04207496793669473,0.04399522600326669,0.04949044538339818,0.040906179731274306,0.04462244338654723,0.044321618329586865
0.06558002707628305,0.027265692509428577,0.05813883979228455,0.027851051096241645,0.06168319232011428,0.026073030092871433,0.05724305122487719,0.025922577133523153
0.06306282877285027,0.028841189195142187,0.07150392123419383,0.02618761418976694,0.06264597291801931,0.026152375873785584,0.06331982727921058,0.025235575926494128
0.05008323625777157,0.03397808543737292,0.020593662566241067,0.08705084762209596,0.027090109037736308,0.08475613845386408,0.0189734013263425,0.10171313804287103
0.04986115433100618,0.0267369903586686,0.038817230027532214,0.025399490492283197,0.04469508476885473,0.026043922902247642,0.042361878547494694,0.025744499915214106
0.06070789075401545,0.03331946376651002,0.05440319793162273,0.03940212686064025,0.05589557507012253,0.037063347848715865,0.05255188253884366,0.040064547386024385
0.045487605187318536,0.03184283348725078,0.028987368504449194,0.034508455931922734,0.0358456271089087,0.033059402753221834,0.028520622439365408,0.03415748692715784
0.05394808765959913,0.028756925465404672,0.05944818126946109,0.03466928389622685,0.05914544988203918,0.03387507876881417,0.06186501056383667,0.036681291190109565
0.04427604707943708,0.0211351805790373,0.024832576529824228,0.02176711188189439,0.024738536549391357,0.019069910109039072,0.01774606380092389,0.01862210758969411
0.04963029987743775,0.028987667173316595,0.03795230145930563,0.031138080782759824,0.0454591929532185,0.03142983735396559,0.04020150950833454,0.032816522559489796
0.05777114424144999,0.036618236264510814,0.053849013692477674,0.03878758865688332,0.05334521615954128,0.03751702632704948,0.050154552659004814,0.038894496302308096
0.05982425967106928,0.03394797145659279,0.05195305020138735,0.036912479515719784,0.05336585062260053,0.0351794438121706,0.048356576311058816,0.036765836210114956
0.054598843179762796,0.024283554230631926,0.039324988919919056,0.023935408343122962,0.043477775391978335,0.023739969465505738,0.03680997706365081,0.02351546249923806
0.04995038478685529,0.0378166377405753,0.047289317069614784,0.043680192220433414,0.0412365599143248,0.043593346045513265,0.038680166778068764,0.04587029174879509
0.051346808170803934,0.025556324639078414,0.050736506110020535,0.027412083207704323,0.045563938004080554,0.025746078803531403,0.04400745135300694,0.026130335351830854
0.04444158516210302,0.01247297271694034,0.01668287837405484,0.011704710020884678,0.021730465934213194,0.009827405187794905,0.0131757333228772,0.009086389440651238
