constantparam,constantpval,speakingparam,speakingpval,selfparam,selfpval,otherparam,otherpval,speaklagparam,speaklagpval,selflagparam,selflagpval,otherlagparam,otherlagpval
0.8176574057630713,0.0,0.627445334630387,3.354629067457894e-151,-0.22910570996875262,0.032737541548682025,-0.84946881335321,0.0008689961518217213,0.4136028777521495,9.684304939872267e-60,0.001916204804502497,0.9885825198808448,-0.03270761903077404,0.915769143590065
0.9879237549990607,0.0,0.4994500271351485,2.311862116279568e-82,-0.09733671356598367,0.6220235333108741,-0.10270139126641731,0.8140748166050285,0.1912525766151979,2.2124320837735837e-11,-0.08984180402547395,0.7198683799806908,1.4678812710882942,0.00928870372786548
1.0560629738191933,0.0,0.5260346533726766,5.504749802964942e-121,-0.2614843193883626,0.03433056111955471,-0.48019324491034715,0.020580330141649606,0.3103425488741134,1.5622833948179462e-37,-0.3531580677519757,0.012621385242471582,-0.5872926094208477,0.013787506093459231
1.0092357028246035,0.0,0.47651135354215585,7.3948754592710485e-137,-0.21392143270728065,0.05175026599059532,-0.9832376992126994,0.00013454485034511496,0.24799984138588646,1.4533770621563645e-33,-0.06895824135569745,0.5903071216456546,-0.04907141790778469,0.868718255006431
1.0722568360408429,0.0,0.4008437088271526,3.46351019477863e-247,-0.13303462493118176,0.0014192888064278745,-0.5020938402599049,9.216356184585144e-09,0.2467497552555256,8.488538258796493e-84,0.04548285490472607,0.35879411006202544,-0.4460069989347436,1.4948077705822847e-05
1.0478096341002834,0.0,0.5043345821038488,5.2780187726509125e-49,0.3172943556390694,0.016255980038093608,-0.876729145568058,0.0042200717339899085,0.27640131280663793,2.1998626939530945e-14,0.3916284140828828,0.24082814053933488,0.41913947348994895,0.22919514072068492
1.0420165495445581,0.0,0.43449956665757455,5.572825498168869e-209,-0.06013946276198251,0.35251121650207096,-0.45246447732906125,7.917894714387745e-06,0.3573194333632606,3.6173804650466833e-118,-0.07459939021752444,0.3429370445963521,-0.12759493963673052,0.29497930482630635
0.9849446123264873,0.0,0.3852233897832217,1.2370230280752876e-71,0.564201250936834,0.004188932422451123,-1.004903188143962,0.002857105149512968,0.392092205345163,2.0081790118552303e-58,0.5363620981488724,0.032276805771793315,0.30456812581897236,0.4405951165511317
0.9779235641039926,0.0,0.5655263997189433,0.0,-0.3163417807874337,1.1428770902175182e-07,-0.5700334678944667,5.017404937537663e-06,0.3454940850491424,3.290168808574019e-208,-0.21062884448635896,0.001968480858036225,0.014800317539467506,0.915667825775313
1.0209316245209812,0.0,0.5344418618058148,0.0,-0.2548319922370516,0.0004088208360797302,-0.9837228149835002,7.2426511340944335e-12,0.2954526729428874,1.0959297435069293e-87,0.08479954734081097,0.32778858245369247,-1.0302785272005766,4.4299896843684055e-09
0.8241273080438783,0.0,0.2817245820609277,9.678041496774508e-21,0.2172033141848681,0.2694395960829668,1.180946556940093,0.0033732516903271807,-0.11693026687777826,0.0004924085591281147,0.19928179065556223,0.3625837521468034,2.833929220894394,1.0174763148966458e-08
0.961402282720603,0.0,0.5328185866906797,3.3946879393757606e-27,2.528895652943574,0.12790187403663084,-0.7864185080871053,0.49980059361362505,0.3352651870337594,6.156714067964448e-11,-0.034242922670571385,0.907487073293054,-0.779695863232756,0.4480920933832955
0.993094882605957,0.0,0.504795399579866,0.0,-0.020255370609359197,0.7022523966937285,-0.7338582870639474,2.343505638297455e-14,0.32849543569821515,1.129001012566681e-163,-0.08761542564128927,0.17456180886522668,-0.41420243191869643,0.00026842004173391294
0.9271738763691971,0.0,0.6116894233173742,2.6253244617181628e-225,0.47210607169187024,0.017676073209744708,0.8912448097926879,0.006796321450624911,0.36312056193937636,4.059175097014717e-73,-0.05282967437760544,0.812336910488825,0.13639356114840065,0.7078965325986978
0.964926998767444,0.0,0.578500184692934,3.563407545717722e-286,-0.10073462589560189,0.22620603337975212,-0.481541222076463,0.00018378428126050107,0.34403387092203486,2.115865100630721e-96,0.06728961974069611,0.5171267035085141,-0.1526225704764128,0.3059233683824913
1.0472142902740136,0.0,0.4644022472026364,2.5105153696671728e-276,0.06168098191883374,0.35637772335677065,-0.2755189504200954,0.11388150585716095,0.30909300273784746,6.007156137212605e-115,-0.07072320095163911,0.3522587450896465,-0.1623212052903021,0.4012213147239465
0.9988720396832644,0.0,0.39500094497335003,1.051138381747164e-90,-0.00832526095683872,0.9215585785636486,0.037480505477130555,0.9292341004202009,0.3771266436098577,1.2888950884584725e-65,-0.005108357256565832,0.9589484107249704,-0.7980042329607497,0.11287605939818726
0.9954348092242153,0.0,0.3670452771710398,3.030366100450582e-102,0.6028425270562666,0.0002487203008899215,-0.5782947524258233,4.409386317500796e-08,0.14940391397133357,1.0029184109199241e-14,0.2337119993744139,0.21746348671345453,-0.22888639973324676,0.06301503480278292
1.035939903573842,0.0,0.42914593563138925,6.888219220196004e-190,-0.2819502807771831,0.00047054783261988204,-0.086282574289067,0.7607130393553818,0.35026808975430906,6.661032749346931e-103,-0.2763737517396779,0.002106196149514496,0.13966065754989465,0.668914227095931
