index,constantparam,constantpval,mean engagementparam,mean engagementpval,openness differenceparam,openness differencepval,conscientiousness differenceparam,conscientiousness differencepval,extraversion differenceparam,extraversion differencepval,agreeableness differenceparam,agreeableness differencepval
raw,-0.06847903903680405,0.019704368870382526,1.0345145090271142,1.9055553896841264e-114,-0.018933200435842547,0.10489622905903752,-0.006940937034575075,0.5297540647477664,-0.005634478000002005,0.6286189338736943,0.006658971692361272,0.5446003460347955
absolute,-0.05268549672601838,0.07326916692668349,1.041808612447361,6.221931703672932e-117,0.0009166846071603507,0.9615117041450181,-0.03691199417792178,0.03868204479815781,-0.03824905766240508,0.05090888450641972,-0.012976909866679718,0.4503167020558302
