index,constantparam,constantpval,mean engagementparam,mean engagementpval,openness differenceparam,openness differencepval,conscientiousness differenceparam,conscientiousness differencepval,extraversion differenceparam,extraversion differencepval,agreeableness differenceparam,agreeableness differencepval
raw,0.004353610859342993,0.8958248600827491,1.001721983186086,3.625405128111759e-95,-0.00747293354824727,0.5907387680288088,-0.012318847652124756,0.3494686877630483,-0.002064404498041114,0.8818055207492155,0.01282149477886079,0.32850226220699175
absolute,0.018938348428694213,0.5725674612540362,1.0105938797235785,2.638590654968894e-97,0.0036670522744985945,0.8719163867630404,-0.032210329015948135,0.13006818021714997,-0.036198459077978855,0.12209708145559837,-0.022086900065771277,0.2833535904893832
