P009,P039,P042
0.0,0.0,0.0
0.0,0.0,0.0065217
0.0,0.0,0.652475722222222
0.0,0.107602315789474,0.918478
0.0,0.640350526315789,0.918478
0.119590578947368,0.749707526315789,0.918478
1.01549721052632,0.783333,0.918478
1.0469444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.918478
1.044444,0.783333,0.978260736842106
1.044444,0.783333,1.05253633333333
1.044444,0.783333,1.02431342105263
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.783333,1.021739
1.044444,0.904093315789473,1.021739
1.044444,0.944444000000001,1.021739
1.044444,0.95467805263158,1.021739
1.044444,0.983333,1.021739
1.044444,0.983333,1.021739
1.044444,0.983333,1.021739
1.044444,0.983333,1.021739
1.044444,0.983333,1.021739
1.044444,0.983333,1.0255433
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.05789436842105,0.983333,1.038043
1.21842084210526,0.983333,1.038043
1.1355553,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.044444,0.983333,1.038043
1.3922221,0.983333,1.05778021052632
1.42485378947368,0.983333,1.081522
1.12076031578947,0.983333,1.081522
1.1,0.983333,1.081522
1.1,0.983333,1.081522
1.1,0.983333,1.081522
1.1,0.983333,1.081522
1.1,0.983333,1.081522
1.1,0.992689789473684,1.081522
1.1,1.0816664,1.081522
1.1,1.083333,1.73483984210526
1.1,1.083333,2.0
1.70701752631579,1.083333,1.95623568421053
1.99327489473684,1.083333,1.25457668421053
1.611389,1.083333,0.92992005263158
1.28713442105263,1.083333,0.929348000000001
1.072222,1.083333,0.929348000000001
1.072222,1.083333,0.929348000000001
1.072222,1.083333,0.929348000000001
1.072222,1.083333,0.929348000000001
1.50029226315789,1.41812852631579,0.929348000000001
1.95818710526316,2.0,0.929348000000001
1.17660810526316,2.0,0.929348000000001
1.033333,1.58888894736842,0.929348000000001
1.033333,0.993567263157895,0.929348000000001
1.81403505263158,0.983333,0.929348000000001
1.42638895,0.983333,0.929348000000001
1.09567911111111,0.983333,1.47568652631579
1.055556,0.983333,2.0
1.055556,0.983333,1.92270533333333
1.7886112,0.983333,1.08838668421053
2.0,0.983333,0.994565
1.54707594736842,0.983333,0.994565
1.96666668421053,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
2.0,0.983333,0.994565
1.9919445,0.983333,0.994565
1.4780702631579,0.983333,0.994565
1.155556,0.983333,0.994565
1.21461968421053,0.983333,0.994565
1.23011678947368,0.983333,0.994565
1.2319444,0.983333,1.25085810526316
1.238889,0.983333,1.57179636842105
1.238889,0.983333,1.62957678947368
1.238889,0.983333,1.581522
1.238889,0.983333,1.84439368421053
1.238889,0.983333,1.85440494736842
1.238889,0.983333,1.04061789473684
1.580117,0.983333,1.01401584210526
2.0,0.983333,1.043478
2.0,0.983333,1.043478
2.0,0.983333,1.043478
1.98976615789474,0.983333,1.043478
1.94415205263158,0.983333,1.043478
1.62027785,0.983333,1.043478
1.32514610526316,0.983333,1.043478
1.277778,0.983333,1.043478
1.277778,0.983333,1.043478
1.277778,0.983333,1.043478
1.277778,0.983333,1.043478
1.42222242105263,0.983333,1.043478
1.51374268421053,0.983333,1.043478
1.25861105,0.983333,1.043478
1.11871357894737,0.983333,1.043478
1.08538021052632,0.983333,1.043478
1.088889,1.01520436842105,1.043478
1.088889,1.9205556,1.07236815789474
1.088889,1.7149122631579,1.03775747368421
1.088889,2.0,1.027174
1.088889,2.0,1.050057
1.088889,2.0,1.065217
1.088889,2.0,1.065217
1.088889,1.35146205263158,1.065217
1.088889,1.0125,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.088889,1.011111,1.065217
1.13508778947368,1.011111,1.065217
1.34111105,1.011111,1.065217
1.35789494736842,1.011111,1.065217
1.36228063157895,1.011111,1.065217
1.37543863157895,1.011111,1.065217
1.4224999,1.011111,1.06950763157895
1.48333331578947,1.011111,1.95537752631579
1.488889,1.011111,1.96395878947368
1.488889,1.011111,1.80120142105263
1.488889,1.011111,1.99256294736842
1.49210505263158,1.011111,1.22139584210526
1.49590610526316,1.011111,1.97997710526316
1.65175447368421,1.011111,1.944508
1.74970747368421,1.011111,1.13014857894737
1.63157884210526,1.011111,1.043478
1.3572223,1.011111,1.043478
1.09649136842105,1.011111,1.043478
1.122222,1.011111,1.043478
1.122222,1.12631563157895,1.043478
1.122222,1.172222,1.043478
1.122222,1.172222,1.043478
1.122222,1.172222,1.043478
1.39619857894737,1.172222,1.043478
1.40233905263158,1.172222,1.043478
1.21888875,1.172222,1.043478
1.183333,1.172222,1.043478
1.183333,1.172222,1.043478
1.183333,1.172222,1.043478
1.183333,1.172222,1.043478
1.183333,1.4383332,1.043478
1.183333,2.0,1.043478
1.183333,2.0,1.043478
1.54239747368421,2.0,1.043478
2.0,2.0,1.04862678947368
1.58245615789474,2.0,1.20380427777778
1.07251442105263,1.55087715789474,1.98627005263158
1.072222,1.03391778947368,1.8352402631579
1.072222,1.033333,1.04519468421053
1.39415194736842,1.12251436842105,1.032609
1.98567242105263,1.99824563157895,1.032609
1.61695905263158,1.99444442105263,1.032609
1.86169594736842,1.54356715789474,1.032609
2.0,1.00175442105263,1.11756284210526
2.0,0.988889,1.11413
2.0,0.988889,1.11413
2.0,0.988889,1.11413
2.0,0.988889,1.11413
1.858772,0.988889,1.11413
1.3155555,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.094444,0.988889,1.11413
1.09766042105263,0.988889,1.47225373684211
1.24122794736842,0.988889,1.98655610526316
1.74527775,0.988889,2.0
2.0,1.63070178947368,2.0
2.0,1.704386,1.92505721052632
1.9474997,1.04415189473684,1.56950794736842
1.89629605555556,1.033333,2.0
1.9972222,1.033333,2.0
2.0,1.033333,2.0
2.0,1.033333,1.69908468421053
2.0,1.56790116666667,1.06636115789474
1.98713447368421,2.0,1.065217
1.95701742105263,2.0,1.065217
2.0,2.0,1.065217
2.0,2.0,1.065217
2.0,2.0,1.065217
2.0,1.99691355555556,1.065217
2.0,1.24970757894737,1.065217
2.0,1.0,1.065217
2.0,1.0,1.065217
2.0,1.0,1.065217
1.69473678947368,1.0,1.065217
1.12719289473684,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.065217
1.1,1.0,1.08037731578947
1.33919761111111,1.02836257894737,1.1108693
1.527778,1.31725131578947,1.11413
1.20116968421053,1.011111,1.11413
1.06023415789474,1.011111,1.11413
1.066667,1.011111,1.11413
1.066667,1.011111,1.11413
1.066667,1.011111,1.11413
1.066667,1.011111,1.11413
1.066667,1.02602331578947,1.11413
1.066667,1.91111115789474,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.066667,2.0,1.11413
1.11257336842105,2.0,1.11413
1.50972245,2.0,1.11413
1.566667,2.0,1.11413
1.566667,2.0,1.11413
1.566667,2.0,1.11413
1.566667,2.0,1.11413
1.566667,2.0,1.11413
1.566667,2.0,1.11413
1.566667,2.0,1.11556021052632
1.566667,2.0,1.89101826315789
1.566667,2.0,2.0
1.37105278947368,1.48444455,2.0
1.09970752631579,1.044444,2.0
1.094444,1.044444,2.0
1.094444,1.044444,2.0
1.094444,1.044444,2.0
1.094444,1.30087689473684,1.72711668421053
1.094444,2.0,1.06435942105263
