P013,P031,P041
0.072807052631579,0.0,0.0
0.44385952631579,0.0,0.0
0.538889,0.0160183157894737,0.0
0.538889,0.168478315789474,0.00555555
0.538889,0.258581263157895,0.191520368421053
0.638889,0.491704894736842,0.440058421052632
0.762280263157895,0.505435,0.531578631578948
0.909064315789474,0.505435,0.533333000000001
0.977778,0.505435,0.533333000000001
0.977778,0.505435,0.533333000000001
0.977778,0.505435,0.533333000000001
0.977778,0.514874210526316,0.533333000000001
0.977778,0.677631526315789,0.533333000000001
0.977778,0.810640842105263,0.679239789473685
0.977778,0.831522,0.844151631578947
0.977778,0.868993105263158,0.90277795
0.977778,0.964244421052632,0.966666789473684
0.977778,0.972826000000001,1.044152
0.977778,0.972826000000001,1.03537984210526
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.972826000000001,1.033333
0.977778,0.935640578947369,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.977778,0.918478,1.033333
0.904320777777778,0.918478,1.033333
0.927485210526316,0.918478,1.033333
1.027778,0.918478,1.033333
1.13271616666667,0.918478,1.033333
1.99619884210526,0.918478,1.033333
2.0,0.918478,1.033333
1.98216373684211,0.918478,1.033333
1.49736852631579,0.918478,1.033333
1.00058494736842,0.918478,1.033333
0.972222,0.918478,1.033333
0.972222,0.918478,1.033333
0.972222,0.918478,1.16491215789474
0.972222,0.918478,1.510526
0.972222,0.918478,1.544444
0.972222,0.918478,1.51798938095238
0.972222,0.918478,1.66081831578947
0.972222,0.918478,2.0
0.972222,0.918478,2.0
0.972222,0.918478,2.0
0.972222,0.918478,1.76305555
0.972222,0.918478,1.14444447368421
0.972222,0.918478,1.05
0.972222,0.918478,1.05
0.972222,1.33981684210526,1.05
0.972222,2.0,1.05
0.972222,1.998913,1.05
0.972222,1.90160178947368,1.05
0.972222,1.53575526315789,1.05
0.972222,1.505435,1.05
0.972222,1.66647615789474,1.05
0.972222,1.99033827777778,1.05
0.972222,1.76887873684211,1.05
0.972222,1.73655615789474,1.05
0.972222,1.81893584210526,1.05
0.972222,1.538043,1.05
0.972222,1.538043,1.05
0.972222,1.538043,1.05
0.972222,1.93506863157895,1.05
0.972222,2.0,1.05
0.972222,1.54662468421053,1.05
0.972222,1.084954,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.065217,1.05
0.972222,1.08094921052632,1.05
0.984502789473685,1.086956,1.05
1.03596484210526,1.06979378947368,1.05
1.044444,1.027174,1.05
1.044444,1.03461089473684,1.05
1.044444,1.05374411111111,1.05
1.044444,1.07236831578947,1.50527775
1.044444,1.092391,2.0
1.044444,1.08981668421053,2.0
1.044444,1.02631568421053,2.0
0.985087947368422,1.01144136842105,2.0
1.43245626315789,1.038043,1.83888878947368
2.0,1.71624715789474,1.52083315
2.0,1.99667877777778,2.0
1.95,2.0,1.5751462631579
1.20730994736842,1.991244,1.06578952631579
1.05,1.95788035,1.03976610526316
1.05,1.21407,1.044444
1.05,1.081522,1.044444
1.05,1.081522,1.90321642105263
1.05,1.51690827777778,2.0
1.05,2.0,1.70087721052632
1.05,2.0,1.27076005263158
1.05,2.0,1.08245631578947
1.37865494736842,2.0,1.038889
2.0,2.0,1.038889
2.0,1.6475972631579,1.038889
2.0,1.08323815789474,1.038889
1.56812863157895,1.74828378947368,1.16783642105263
0.978362631578947,2.0,1.10789463157895
1.011111,2.0,0.864035
1.011111,2.0,0.988889
1.011111,2.0,0.988889
1.5260232631579,1.51802057894737,0.988889
1.04561421052632,1.021739,0.988889
0.988888888888889,1.021739,0.988889
1.033333,1.021739,0.988889
1.033333,1.021739,0.988889
1.033333,1.021739,1.001389
1.033333,1.021739,1.03274826315789
1.033333,1.021739,1.033333
1.033333,1.021739,1.033333
1.033333,1.03175042105263,1.033333
1.033333,1.85899761111111,1.05935652631579
1.033333,1.11413047368421,1.1052779
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
1.033333,1.076087,1.088889
