P033,P077,P118
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0030193333333333,0.173340894736842
0.314073315789474,0.338672736842105,0.520881052631579
0.581522,0.456522,0.816647631578947
0.609267842105263,0.501811777777778,0.914553444444444
0.774027052631579,0.532609000000001,0.721195599999999
0.788043,0.532609000000001,0.830012
0.788043,0.532609000000001,0.904176052631579
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.853261
0.788043,0.532609000000001,0.6567934
0.788043,0.532609000000001,0.528031736842105
0.788043,0.532609000000001,0.617848789473684
0.788043,0.545194736842106,0.798309166666667
0.788043,0.683352105263158,0.899313631578948
0.788043,0.711956,0.860125736842106
0.788043,0.748569894736842,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.755435,0.847826000000001
0.788043,0.85726547368421,0.847826000000001
0.788043,0.945651999999999,0.915617789473685
0.788043,0.913043578947369,0.980549
0.788043,0.88587,0.994565
0.788043,0.88587,0.994565
0.788043,0.848398368421053,0.994565
0.788043,0.798912999999999,0.994565
0.788043,0.798912999999999,0.994565
0.90652175,0.798912999999999,0.994565
1.005435,0.798912999999999,0.994565
1.005435,0.798912999999999,0.994565
1.005435,0.798912999999999,0.994565
1.005435,0.798912999999999,0.994565
1.005435,0.798912999999999,0.994565
1.005435,0.852402894736842,0.994565
1.005435,0.913043,0.994565
1.005435,0.913043,0.994565
1.005435,0.913043,1.04061757894737
1.005435,0.913043,1.065217
1.005435,0.913043,1.065217
1.005435,0.913043,1.065217
1.005435,0.913043,1.065217
1.005435,0.913043,1.065217
1.005435,0.913043,1.065217
1.005435,0.913043,1.09353521052632
1.005435,0.913043,1.184783
1.38958826315789,0.913043,1.184783
1.99628142105263,0.913043,1.40217410526316
1.94622426315789,0.913043,2.0
1.16819215789474,0.913043,1.52431331578947
1.043478,0.913043,0.994565
1.043478,0.913043,0.994565
1.043478,0.913043,0.994565
1.043478,0.913043,0.994565
1.043478,0.913043,0.994565
1.043478,0.913043,0.996853368421053
1.043478,0.913043,1.57894731578947
1.043478,0.913043,1.95251715789474
1.043478,0.913043,1.06006878947368
1.043478,0.908752473684211,0.978261
1.15045747368421,0.875,0.978261
1.98798631578947,0.877415444444444,0.978261
1.84296336842105,0.99429315,0.978261
1.08609815789474,1.016304,0.978261
1.070652,1.016304,0.978261
1.070652,1.016304,0.978261
1.070652,1.016304,0.978261
1.070652,1.58544672222222,0.978261
1.070652,2.0,1.03432510526316
1.070652,2.0,1.054348
1.070652,1.98309177777778,1.054348
1.070652,1.22110984210526,1.054348
1.070652,0.975114315789474,1.054348
1.070652,1.00514894736842,1.054348
1.070652,1.01087,1.054348
1.070652,1.01087,1.054348
1.070652,1.01087,1.054348
1.070652,1.01087,1.054348
1.070652,1.01087,1.054348
1.31636147368421,1.01087,1.054348
1.69050357894737,1.01087,1.054348
2.0,1.01087,1.054348
2.0,1.01087,1.04519431578947
2.0,1.01087,1.043478
2.0,1.01087,1.043478
2.0,1.01087,1.043478
2.0,1.01087,1.043478
2.0,1.01087,1.17477121052632
1.41908205555556,1.01087,1.41475973684211
1.065217,1.01087,2.0
1.04805473684211,1.01087,1.95194489473684
1.03546921052632,0.998283894736842,1.81035468421053
1.05177352631579,0.972826000000001,2.0
1.048913,0.972826000000001,2.0
1.048913,0.972826000000001,2.0
1.048913,0.972826000000001,2.0
1.048913,0.972826000000001,2.0
1.048913,0.972826000000001,2.0
1.048913,0.972826000000001,1.37146745
1.048913,0.972826000000001,1.02385277777778
1.048913,0.972826000000001,1.027174
1.048913,0.972826000000001,1.027174
1.048913,0.972826000000001,1.027174
1.048913,0.972826000000001,1.027174
1.048913,0.972826000000001,1.07665910526316
1.048913,0.972826000000001,1.117849
1.048913,0.972826000000001,1.125
1.048913,0.972826000000001,1.2190216
1.048913,0.972826000000001,1.23158222222222
1.048913,0.972826000000001,1.228261
1.048913,0.972826000000001,1.228261
1.07179631578947,1.00572073684211,1.228261
1.89359273684211,1.98770021052632,1.228261
2.0,1.02958927777778,1.228261
2.0,0.892162210526316,1.228261
2.0,0.961956,1.228261
2.0,0.961956,1.228261
1.44736842105263,0.961956,1.228261
1.065217,0.961956,1.228261
1.065217,0.961956,1.228261
1.065217,0.961956,1.228261
1.065217,0.961956,1.23798642105263
1.065217,0.961956,1.24293455
1.10497678947368,0.961956,1.14645284210526
1.14187610526316,0.961956,1.141304
1.12671631578947,0.961956,1.141304
1.125,0.961956,1.141304
1.125,0.961956,1.141304
1.125,0.961956,1.141304
1.125,0.961956,1.141304
1.125,0.961956,1.71653310526316
1.125,0.961956,2.0
1.125,0.961956,2.0
1.125,0.961956,2.0
1.125,0.961956,1.90246
1.125,0.961956,1.31249985
1.125,0.961956,1.11503583333333
1.125,0.961956,1.11413
1.125,0.961956,1.11413
1.125,0.961956,1.11413
1.125,0.961956,1.11413
1.125,0.961956,1.11413
1.64902747368421,0.961956,1.11413
2.0,0.961956,1.11413
2.0,0.961956,1.11413
2.0,0.961956,1.11413
1.958238,1.80463384210526,1.11413
1.11784905263158,2.0,1.11413
1.032609,1.55205952631579,1.11413
1.032609,1.02717373684211,1.11413
1.032609,1.0190215,1.11413
1.032609,1.016304,1.11413
1.032609,1.00200226315789,1.11413
1.032609,1.0,1.11413
1.032609,1.0,1.11413
1.032609,1.0,1.11413
1.032609,1.0,1.13844363157895
1.91819215789474,1.0,1.168478
2.0,1.0,1.168478
2.0,1.0,1.17542272222222
1.70909610526316,1.0,1.39565225
1.05291757894737,1.01458810526316,2.0
1.048913,1.038043,2.0
1.048913,1.038043,2.0
1.048913,1.038043,1.50679355
1.048913,1.038043,1.08393744444444
1.048913,1.0418475,1.081522
1.048913,1.043478,1.081522
1.048913,1.007437,1.081522
1.048913,1.01872005555556,1.081522
1.048913,1.032609,1.081522
1.048913,1.032609,1.081522
1.048913,1.032609,1.081522
1.048913,1.032609,1.081522
1.048913,1.032609,1.081522
1.048913,1.67105263157895,1.081522
1.048913,1.98770015789474,1.081522
1.09038894736842,1.19708236842105,1.081522
1.83609847368421,0.989988157894736,1.098684
1.13129294736842,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.11413
1.108696,0.98913,1.04147578947368
1.108696,0.98913,0.994565
1.108696,0.98913,0.994565
1.108696,0.98913,0.994565
1.108696,0.98913,0.994565
1.108696,0.98913,0.994565
1.108696,0.98913,0.994565
1.71224252631579,0.98913,0.994565
2.0,0.98913,0.994565
2.0,0.98913,1.04118978947368
2.0,0.98913,1.93020557894737
2.0,0.98913,1.98913
1.92791763157895,0.98913,1.47339794736842
1.13529736842105,1.21109805263158,0.886441736842105
1.043478,1.99742557894737,1.01744836842105
1.043478,2.0,1.021739
1.043478,2.0,1.021739
1.043478,2.0,1.00057194736842
1.043478,2.0,0.902173947368421
1.043478,2.0,0.88587
1.043478,2.0,0.88587
1.043478,2.0,0.88587
1.043478,2.0,0.88587
1.043478,2.0,0.88587
1.043478,2.0,0.88587
1.043478,2.0,0.88587
1.043478,2.0,0.929348052631579
1.043478,2.0,1.038043
1.043478,2.0,1.038043
1.043478,2.0,1.038043
1.043478,2.0,1.038043
1.043478,2.0,1.038043
