index,constantparam,constantpval,opennessparam,opennesspval,conscientiousnessparam,conscientiousnesspval,extraversionparam,extraversionpval,agreeablenessparam,agreeablenesspval,neuroticismparam,neuroticismpval
mean,1.13145727755228,1.0196037871925556e-06,0.3542038605634338,0.011342709279053006,-0.10923441630449035,0.42172221978930113,-0.2379565958702617,0.04418183666866044,0.0847198180228349,0.5025797958032654,-0.06194001863410614,0.6880597108809714
std,1.1475531609103768,1.507124994899594e-13,-0.23542277569481862,0.353670407237092,0.1429063315808735,0.46110166962250776,0.07055920992256359,0.8200136332826032,0.11396485815149404,0.5678407343007907,-0.12776361262261673,0.5477246821027992
