T001,P131,P109,P144,P157
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,1,1,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,1,0
0,0,0,1,0
1,0,1,1,1
1,0,1,1,1
1,0,1,1,0
1,0,1,1,0
1,0,0,1,0
1,0,0,1,0
1,0,0,0,0
1,0,1,0,0
0,1,0,1,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,1,1,0
0,0,1,1,0
1,0,1,0,0
1,0,0,0,0
1,0,0,0,0
1,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
1,0,1,0,1
1,0,0,0,1
1,0,1,0,0
1,0,1,0,0
1,1,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,1,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
1,1,0,1,0
0,1,0,0,0
0,0,0,0,0
1,1,1,0,0
1,1,1,0,0
0,1,0,0,0
1,1,1,0,0
1,0,1,0,0
1,0,0,0,0
1,0,1,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,1,0,0
0,1,0,0,0
0,1,0,0,0
0,1,1,0,0
0,1,0,0,0
0,1,0,0,1
0,0,0,0,1
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,1,0
0,1,0,0,0
0,1,0,0,0
0,1,1,0,0
0,1,1,0,0
0,1,1,0,0
0,1,0,0,0
0,1,1,0,0
0,1,1,1,0
0,1,1,1,0
0,0,1,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,1,1,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,1,0,0,0
0,1,1,0,1
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,1,1,0
0,1,0,0,0
1,1,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,1,1,0,0
0,1,1,0,0
1,1,1,0,0
1,1,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,0
1,0,0,1,0
1,0,0,1,0
1,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
1,0,1,0,0
1,0,1,0,0
1,0,0,0,0
1,0,1,0,0
1,1,0,0,0
1,0,1,0,0
1,0,1,0,0
1,0,0,0,0
1,1,0,0,0
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
1,1,1,0,0
0,0,1,0,0
0,0,1,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,0
1,0,0,0,0
1,0,0,1,0
0,0,0,1,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,1,0,0
1,0,1,0,0
1,0,0,0,0
1,1,0,0,0
0,1,0,0,0
1,0,0,0,0
1,0,1,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,1,0,0
1,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,1,0
0,0,1,1,0
0,0,0,1,0
0,0,0,0,0
0,0,0,1,0
0,0,1,1,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,1
0,0,0,0,1
1,0,0,0,1
