1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.12473003059210525,0.38103714671052585,0.08611109649122817,0.18391653654970772,0.07322193580246912,0.13858699122807017,0.007472820833333341,0.0,0.2402959360380116,0.07590156140350875,0.00019069298245614165,0.005124903508771942,0.03233025972222229,0.06324103947368416,0.17037093596491237,0.0,0.014766875,0.011036421052631584,0.02574370175438598,0.01222824342105265,0.012156745614035083,0.006269083333333358,0.15064835526315798,0.054919888157894774,0.0017727701058201084,0.053668460307017586,0.06078375000000015,0.10998283333333327,0.03955314692982459,0.0
0.40378277236842103,0.7334094868421055,0.18496910526315788,0.39128551461988303,0.4858538830409356,0.267771098245614,0.11053105263157896,0.2239036697368422,0.6967299385599418,0.3516811513157895,0.10969676754385967,0.25224560694444453,0.37802051370004874,0.29218408552631603,0.39323046491228064,0.2249978888888889,0.22196252500000008,0.23472887467105275,0.24568621875000002,0.11105549342105261,0.1977974868421054,0.20196803230994168,0.43263728289473685,0.27518229769736846,0.2881924881578948,0.3061134278874271,0.24938143782894737,0.38848491874999996,0.22389881505847964,0.08583563750000012
0.5916215871710526,0.7512444305555558,0.23764095526315798,0.4917067868421055,0.9124798456140355,0.5620543934210527,0.19066697319688108,0.6179031092105265,0.8082956940789474,0.5048242631578949,0.20847471052631583,0.3650600263157896,0.48284653125000004,0.41872630921052645,0.41160132938596483,0.646720782651072,0.39959944736842123,0.5092729250000001,0.32487140131578945,0.11985128947368426,0.4805847631578949,0.547518664473684,0.5575658421052632,0.49676404970760246,0.4104953502192982,0.6013889519736846,0.37561135,0.5010367039473684,0.27027988425925936,0.308066375
0.6898397916666668,0.9180776052631582,0.3296635438596493,0.6109172894736845,0.9154183333333332,0.753276175,0.2575387105263159,0.62120028500387,0.7823792262914232,0.5897347657894739,0.5738732236842107,0.37771725,0.48288050000000005,0.5850010270467837,0.5538849722222221,0.7114804116959066,0.5076156842105264,0.5149455000000001,0.38451100000000005,0.1389802565789475,0.5309637236842104,0.54619575,0.55706525,0.5108695000000002,0.6026889078947368,0.5411539868421056,0.47032314473684206,0.5067479833333333,0.31114125000000026,0.3682065
0.6777028552631578,0.9794080000000003,0.5235507719298247,0.6226450000000004,0.9154183333333332,0.7890415664473684,0.28587983552631574,1.0337586833698826,0.7488503684210523,0.7100747631578949,0.62448675,0.6049104181743421,0.48288050000000005,0.5013796591911766,0.6519857009803922,0.7246376666666671,0.52038025,0.5204160526315791,0.44114713157894747,0.281850659868421,0.53124975,0.6096736542763157,0.5858361929824561,0.553881237171053,0.5402961447368421,0.5326085000000003,0.54755425,0.53749985625,0.38534505701754423,0.452374032894737
0.7067539809210526,0.9852718289473685,0.5997646315789477,0.6226450000000004,0.9154183333333332,0.8269930000000002,0.38986235119047624,1.1629272697368425,0.838863924342105,0.7472562842105268,0.6420543815789475,0.7836037282072368,0.565903926754386,0.6120011513157896,0.6888134416666667,0.7246376666666671,0.52038025,0.5456180500000001,0.5053990592105264,0.4581361523026316,0.544193282894737,0.5952542302631579,0.6535325,0.5896740000000003,0.5663615350877192,0.5326085000000003,0.5644020375000001,0.54076075,0.5257453851973688,0.5454895003289474
0.777295285526315,1.0002888815789475,0.6492774385964916,0.6226450000000004,0.9154183333333332,0.8481388125000002,0.4358734375,1.0074281144736843,0.7600417675438593,0.7612015000000003,0.66388875,0.8078863625730994,0.7401153875000002,0.609662,0.7286492745098039,0.7246376666666671,0.52038025,0.5584237500000002,0.5391161907894737,0.49592400000000003,0.5638587500000003,0.5213499071637426,0.6535325,0.6437714736842106,0.5961812039473684,0.5326085000000003,0.6355369157894737,0.54076075,0.5923912500000003,0.620924
0.763450875,0.9634611842105263,0.6721820000000003,0.6226450000000004,0.9154183333333332,0.90338175,0.6997858286184213,0.9647293450396826,0.801446246710526,0.7612015000000003,0.66388875,0.820500925657895,0.7568761157407411,0.609662,0.7322917083333333,0.6918930666666671,0.5339671842105262,0.5584237500000002,0.60461975,0.49592400000000003,0.6329823937500003,0.6043027083333333,0.6541403355263158,0.7008365328947369,0.7303059503289471,0.5326085000000003,0.6910395986842106,0.5442695219298246,0.5923912500000003,0.620924
0.757544052631579,0.9444895874999999,0.6721820000000003,0.6226450000000004,0.9154183333333332,0.9033817500000001,0.7679501083333337,1.0114007791666668,0.8208971151315789,0.7612015000000003,0.66388875,0.8387009709945821,0.839071440789474,0.6153271973684211,0.6814814607843137,0.6311974210526319,0.53804325,0.5584237500000002,0.60461975,0.498784355263158,0.6508152500000003,0.60461975,0.6926246271929825,0.70788025,0.789425855263158,0.5326085000000003,0.667323275,0.552418665131579,0.6920739275828461,0.620924
0.8097067638888888,0.9440820000000001,0.6721820000000003,0.6226450000000004,0.9477251783625726,0.9367385316764132,0.76715758125,1.088242488194445,0.8726682138157893,0.7612015000000003,0.677952552631579,0.8709842499999996,0.8328502500000002,0.6620012434210527,0.7890136882238276,0.7624867085769984,0.53804325,0.5774098026315793,0.60461975,0.504076,0.6508152500000003,0.60461975,0.6964384934210526,0.70788025,0.8675388907163747,0.5326085000000003,0.6436442430555556,0.4891302500000002,0.7985197763157897,0.6252147105263157
