mean length,mean length no tutor,mean participant length,std participant length,mean participant length no tutor,std participant length no tutor,mean utterances per minute,mean utterances per minute no tutor,mean utterances per minute per participant,std utterances per minute per participant,mean utterances per minute per participant no tutor,std utterances per minute per participant no tutor,mean inbetween time,mean inbetween time no tutor,mean participant inbetween time,std inbetween time,mean participant inbetween time no tutor,std inbetween time no tutor,mean engagement by Second,mean engagement by Utterance,mean openness,std openness,mean conscientiousness,std conscientiousness,mean extraversion,std extraversion,mean agreeableness,std agreeableness,mean neuroticism,std neuroticism,openness tutor difference,conscientiousness tutor difference,extraversion tutor difference,agreeableness tutor difference,neuroticism tutor difference
2.495058823529411,1.7937790697674414,1.7931881455399052,1.1712567974532033,1.7931881455399052,0.8865045184340891,22.828325027602876,15.397929038226254,4.565665005520575,2.826994749245726,3.8494822595565634,2.7249377079569856,0.13325490196078532,-0.05412790697674267,-0.21282186435883962,0.885771103664431,-0.39641889671360975,0.9012206770049375,0.9946305753440519,1.044091994637366,0.362,0.17232527382830412,0.352,0.17232527382830412,0.608,0.1503861695768597,0.37,0.07483314773547883,0.48,0.14408330923462298,0.69,0.4,0.52,0.35,0.7
2.628807947019866,1.499487179487176,1.4270393312827485,1.0163841249184011,1.4270393312827485,0.36218655229561714,17.938107589047064,9.266042330766032,3.5876215178094126,2.687403299600176,2.3165105826915084,0.9741948324107585,0.7160264900662267,0.2453846153846186,0.41011575014747575,0.44366598892123094,0.20791866028708453,0.2040369364030974,1.0549807690919395,1.0975692716129792,0.454,0.14319217855734998,0.6399999999999999,0.2007984063681781,0.42800000000000005,0.16473008225579203,0.53,0.2803569153775237,0.386,0.185321342537766,0.69,0.4,0.52,0.35,0.7
2.44642857142857,1.3856666666666646,1.3685671794105916,1.1524464191532995,1.3685671794105916,0.3466797037915091,17.68184166714507,10.333543831448418,4.420460416786268,1.703980949498344,3.4445146104828055,0.24803340024907128,0.9468831168831185,0.6625555555555552,0.8299502034796903,0.3392268552907291,0.6576940213062522,0.18639843511335688,1.1588293200226227,1.2371880472241643,0.5399999999999999,0.25069902273443345,0.49,0.34568772034887213,0.5875,0.11188722000300123,0.5375,0.21614520582238225,0.535,0.08170067319184099,0.58,0.36,0.45,0.2,0.67
1.9514893617021272,1.4861744966442962,1.5174737968927645,0.7309817481368708,1.5174737968927645,0.6002485974307944,24.84318838536895,15.751638593276484,4.968637677073791,2.6910822597838866,3.937909648319121,1.9340122323429105,0.46365957446808526,0.31630872483221356,0.4189496821382287,0.2256448338772468,0.34394873057976205,0.18846425429238703,1.1182135196587932,1.156246780476865,0.516,0.19744366285095097,0.39199999999999996,0.1417603611733548,0.47000000000000003,0.193183850256692,0.35,0.2645751311064591,0.5660000000000001,0.17590906741836818,0.58,0.36,0.45,0.2,0.67
2.1829743589743607,1.7100506329113936,1.6661214698632527,0.7503542652889353,1.6661214698632527,0.4337987770032448,25.16471777518085,16.991561574694764,6.291179443795213,1.2023027507286463,5.663853858231587,0.5943284540851502,0.20131623931623777,0.04091139240506262,0.1500676949490437,0.2763434497359767,0.02182710203732252,0.18983766117723114,1.223744115055691,1.2623615780084394,0.395,0.17109938632268673,0.46,0.18867962264113208,0.525,0.17211914478058507,0.425,0.10307764064044153,0.525,0.17698870020427857,0.69,0.4,0.52,0.35,0.7
2.529540816326532,1.4078095238095238,1.4170930911992161,1.0401678723481813,1.4170930911992161,0.4403912379005655,18.56353591160221,9.94475138121547,3.7127071823204423,2.4758789542533113,2.486187845303867,0.3751297439089548,0.7026020408163253,0.34052380952380895,0.5091381749970447,0.3522776189369896,0.3563265649001527,0.19587613459242734,1.1157466214730691,1.1689514439875412,0.514,0.18161497735594387,0.616,0.33428131865241884,0.516,0.24467120795058822,0.5900000000000001,0.19339079605813717,0.43999999999999995,0.1896312210581369,0.69,0.4,0.52,0.35,0.7
2.144522821576767,1.3654054054054108,1.186160787999418,0.9184543973489401,1.186160787999418,0.29663008870977603,24.465763159230498,15.024618039693417,4.893152631846099,3.16640817656596,3.756154509923354,2.4635040652494293,0.30788381742738213,0.007432432432427977,-0.05217467577863531,0.569213961048043,-0.2617237210673795,0.4306409814542538,1.1525082728254181,1.207276447491825,0.6839999999999999,0.1931424344881259,0.688,0.2254240448576859,0.6279999999999999,0.21830254235807697,0.5900000000000001,0.15297058540778355,0.41800000000000004,0.17611359970201051,0.69,0.4,0.52,0.35,0.7
1.934447674418604,1.4385185185185212,1.3277665719696987,0.6564347971383774,1.3277665719696987,0.34908353175161483,21.90826973495664,13.756355414972774,4.381653946991328,2.140256563700702,3.4390888537431934,1.133017176847111,0.8042441860465122,0.5565277777777764,0.5984809406565658,0.4628984339785067,0.4425347695707063,0.3824234025827809,1.0943603054370838,1.1294538761283675,0.562,0.22675096471680115,0.45600000000000007,0.1591979899370592,0.6900000000000001,0.20600970850908945,0.5,0.291547594742265,0.562,0.21037110067687528,0.58,0.36,0.45,0.2,0.67
2.654106583072102,2.681898734177215,2.8767700851749547,0.4961685802443743,2.8767700851749547,0.5379298614171297,20.72516418249839,15.397692511762127,4.145032836499679,1.5358853921248072,3.8494231279405313,1.5848515461095558,0.24092476489028067,0.21824894514767768,0.27480923778081245,0.23026322345460085,0.2668956935674793,0.25683325171119764,1.17947906387327,1.198399470010252,0.42400000000000004,0.24013329631685817,0.33599999999999997,0.19365949499056326,0.43600000000000005,0.173735431043872,0.32999999999999996,0.29257477676655586,0.6140000000000001,0.14122322755127786,0.58,0.36,0.45,0.2,0.67
2.2624682779456182,1.6411602209944762,1.636526435107021,0.6286472839980657,1.636526435107021,0.3398708776537506,17.50304055840516,9.571149066680768,3.500608111681032,2.285804215106208,2.392787266670192,0.628323972202218,1.1655075528700922,0.776767955801109,0.8866266473296165,0.4984264858456519,0.6996366424953543,0.36838823637701895,1.0984798607235517,1.145112790742057,0.3575,0.32575872973720904,0.4600000000000001,0.128062484748657,0.38,0.13095800853708794,0.6375,0.3109963826156182,0.6675,0.10802198850234151,0.58,0.36,0.45,0.2,0.67
2.490405679513182,1.904707792207788,1.8005420091949782,0.8327784983635191,1.8005420091949782,0.5589937496360776,23.659835868887075,14.781398473868599,4.731967173777415,2.304114417195258,3.6953496184671497,1.123965871155192,0.0455375253549721,-0.062370129870125815,-0.008850224923495098,0.2051413546277076,-0.06736007845166617,0.1883791507138554,0.8744535087547667,0.96034547213457,0.392,0.17915356541246955,0.44799999999999995,0.12749901960407384,0.6900000000000001,0.10353743284435828,0.38,0.2039607805437114,0.672,0.1075918212505021,0.69,0.4,0.52,0.35,0.7
2.6745787545787545,1.3276415094339635,1.4008543019480522,0.9145789500177125,1.4008543019480522,0.373261266649141,15.789017090309706,6.130534108325381,3.157803418061941,3.3678977992070918,1.5326335270813454,0.9861711867777064,1.125531135531136,0.8692452830188717,1.0419875800347373,0.20107628139269756,0.9804335768398292,0.1777501395971332,1.0109858204215207,1.0497179023590437,0.45999999999999996,0.25396850198400583,0.73,0.2142428528562855,0.595,0.19045996954740907,0.55,0.348209706929603,0.48250000000000004,0.3261422235773835,0.69,0.4,0.52,0.35,0.7
2.461947743467934,2.1902758620689675,2.1549694286868784,0.49365742698336407,2.1549694286868784,0.37361454308317216,19.842890809112333,13.668499607227023,3.9685781618224665,1.592334009005507,3.4171249018067558,1.2840973504312907,0.5618052256532061,0.3993137931034467,0.5339663069862798,0.34099917002089636,0.43707811274048286,0.31370994807723085,1.1334423472401636,1.164424063879833,0.546,0.12387090053761618,0.42400000000000004,0.15094369811290567,0.49799999999999994,0.10833282051160674,0.29000000000000004,0.22,0.6539999999999999,0.09604165762834375,0.58,0.36,0.45,0.2,0.67
2.5905999999999985,2.074966442953018,2.163714190221541,0.546820304612427,2.163714190221541,0.3028195173253325,14.515613962085219,8.65130592140279,2.9031227924170437,1.6019346337106812,2.1628264803506974,0.683776326774372,1.5428800000000005,1.5647651006711407,1.479857826063936,0.36896430543641345,1.4721737677284343,0.4121566444875077,1.0385466926051938,1.1031684363309595,0.55,0.1978635893740938,0.44,0.2925747767665559,0.4825,0.230691894092532,0.5625,0.22741756748325315,0.47500000000000003,0.24046829312822093,0.58,0.36,0.45,0.2,0.67
2.3025779036827188,2.0022265624999993,1.94040526828198,0.5696360863924324,1.94040526828198,0.31500154710556544,19.22937245787333,13.945380592678674,4.807343114468332,0.8995452636841808,4.648460197559558,0.9889053460335633,0.8176487252124657,0.7044921874999999,0.8212703862862305,0.2414701657158438,0.722930961783701,0.19763911116433402,1.167927532939532,1.2393806054921743,0.6075,0.1107643895843786,0.52,0.2638181191654584,0.3625,0.2132340263653998,0.5,0.33166247903553997,0.595,0.08291561975888503,0.58,0.36,0.45,0.2,0.67
2.485739644970413,2.201310679611652,2.3892852822857775,0.534662838358701,2.3892852822857775,0.555123174044521,17.60187475589116,10.727769821637807,4.40046868897279,2.0137202240317986,3.575923273879269,1.6392859079568507,0.9229881656804746,0.9253883495145628,0.8886572365920054,0.1641198258796712,0.8784621740418644,0.1884091269748531,1.1917042381791416,1.2260159934922648,0.5766666666666667,0.09392668535736912,0.3866666666666667,0.018856180831641284,0.4033333333333333,0.11897712198383166,0.4166666666666667,0.15456030825826175,0.47666666666666674,0.18354533197248274,0.58,0.36,0.45,0.2,0.67
2.7442926829268277,1.3954651162790683,1.5404404069767414,0.9071167413759955,1.5404404069767414,0.28157714908447745,15.325575020558697,6.429265618380722,3.06511500411174,3.0477435935068664,1.6073164045951804,0.9924930634218461,1.170731707317075,0.9546511627907004,1.4283305598983795,1.2387774158392468,1.453690510797344,1.3838338852419076,1.046854202919797,1.1033266209890762,0.614,0.12208193969625483,0.512,0.08158431221748456,0.504,0.2253530563360524,0.43000000000000005,0.26758176320519306,0.646,0.25935304123915726,0.69,0.4,0.52,0.35,0.7
2.523322784810126,1.046201550387598,1.0250596212298353,1.0094174330517582,1.0250596212298353,0.07971923375755789,17.63196071866979,7.197857381988618,3.5263921437339585,3.480144357526903,1.7994643454971544,0.47734456623894295,0.8795886075949368,0.23860465116279314,0.37309598536632477,0.7516728534261422,0.13592880523731807,0.6519384492193452,1.0244165532404181,1.0771355582223,0.48199999999999993,0.22577865266672134,0.608,0.11702991070662233,0.526,0.2214136400495688,0.48,0.22715633383201098,0.528,0.2296432015105172,0.69,0.4,0.52,0.35,0.7
2.7733112582781456,1.4780158730158741,1.4800214850114048,0.9114461256989328,1.4800214850114048,0.22847659816391136,16.34228611627194,6.818304803477696,3.268457223254388,3.149500434046221,1.704576200869424,0.4130035946483635,0.8981456953642385,0.4405555555555537,0.6008966411426073,0.37383494565258996,0.44468614233734993,0.22952583417538602,1.0886470422205656,1.146787746496314,0.614,0.21703455946000857,0.4000000000000001,0.157987341265052,0.6359999999999999,0.16511813952440235,0.5900000000000001,0.1772004514666935,0.306,0.30289272028228076,0.69,0.4,0.52,0.35,0.7
2.0012676056338035,1.4645161290322586,1.3804621037564584,0.7793154082382022,1.3804621037564584,0.25223270795541525,24.405614437124033,17.049556001145802,4.881122887424807,1.9796619672447922,4.262389000286451,1.7276193924669005,0.45718309859154854,0.33729838709677307,0.4411987362426532,0.25961376434497085,0.36773673806032586,0.23930275262103914,1.1633904950585148,1.2217249868007798,0.654,0.08685620300243385,0.592,0.144,0.6559999999999999,0.12354756169184399,0.45,0.282842712474619,0.38800000000000007,0.258797217913949,0.58,0.36,0.45,0.2,0.67
2.0800483091787427,1.5674725274725252,1.5434763020678424,0.6852436179315937,1.5434763020678424,0.3455092910533311,23.848842121433236,15.726410384423366,4.769768424286648,1.8001820346388726,3.931602596105841,0.7336275755760605,0.43579710144927625,0.3631501831501861,0.4138568036553966,0.2585111112948761,0.3732075293919417,0.27435957398624133,1.1190461010122497,1.1627151436374639,0.685,0.1030776406404415,0.4600000000000001,0.14560219778561037,0.7075,0.1832177666057525,0.25,0.14577379737113252,0.4925,0.2647994524163522,0.58,0.36,0.45,0.2,0.67
2.246773547094188,1.4771471471471465,1.3459817149132864,1.0770016836119594,1.3459817149132864,0.5046016326414082,23.692332040832476,15.810714568331091,4.738466408166495,1.8868954280104655,3.9526786420827724,1.167542666746815,0.28569138276553174,0.07642642642642963,0.21824155596256692,0.43552045724405675,0.09643146302549885,0.4036199848135676,1.1292018580594043,1.1717975079565193,0.615,0.16740669042783207,0.52,0.1979898987322333,0.5775,0.16498105951896416,0.3,0.12747548783981963,0.4925,0.30111252049690657,0.69,0.4,0.52,0.35,0.7
2.711717171717172,1.6127777777777716,1.5026569240944223,0.8409239334653997,1.5026569240944223,0.2623481463397887,16.06042034680414,6.813511662280544,3.2120840693608272,3.105006877993343,1.703377915570136,0.8187571972526078,1.024175084175084,0.6356349206349282,0.7390797495876479,0.41780701145102245,0.5962327279202337,0.340847495994602,1.0702921679217152,1.1154117653306284,0.662,0.10684568311354464,0.45600000000000007,0.1852133904446436,0.6,0.2723967694375247,0.48,0.15362291495737218,0.4,0.17988885457415082,0.69,0.4,0.52,0.35,0.7
