P013,P031,P041
0.909064315789474,0.505435,0.533333000000001
0.9777780000000003,0.8014111403508777,0.8181576668421057
0.9777779999999999,0.972826000000001,1.033333
0.9777779999999999,0.9394544298245618,1.033333
0.967284111111111,0.9184780000000001,1.033333
1.564457504385965,0.918478,1.033333
1.62002930263158,0.918478,1.033333
0.972222,0.918478,1.5243197936507933
0.972222,0.918478,1.830409157894735
0.972222,0.918478,2.0
0.972222,0.918478,1.5012500039473684
0.972222,1.755217378947366,1.05
0.972222,1.64759735087719,1.05
0.972222,1.82840721783626,1.05
0.972222,1.777746,1.05
0.972222,1.67848942105263,1.05
0.972222,1.9675343157894751,1.05
0.9722220000000001,1.1208997426900593,1.05
0.972222,1.065217,1.05
0.9722220000000003,1.0652170000000003,1.0500000000000003
0.972222,1.065217,1.05
0.9763155964912283,1.0777074035087733,1.05
1.0325727894736842,1.0584666105263159,1.9010555500000001
1.43245626315789,1.038043,1.83888878947368
1.789327486842105,1.92604248391813,1.5404422348684226
2.0,1.71624715789474,1.52083315
1.57865497368421,1.995622,1.320467894736845
1.05,1.95788035,1.03976610526316
1.05,1.081522,1.473830210526315
1.05,1.7584541388888901,1.85043860526316
1.05,2.0,1.176608184210525
1.844663736842105,1.6827088552631602,1.038889
1.7840643157894749,1.41576097368421,1.1033627105263148
1.184307921052633,1.8777173947368417,1.0177388421052636
1.26856713157895,1.759010289473685,0.988889
1.28581873684211,1.269879789473685,0.988889
1.0244441777777777,1.021739,1.0001608526315782
1.033333,1.0250761403508768,1.033333
1.033333,1.44537401608187,1.046344763157895
1.0333329999999998,1.0777410640732268,1.089601560869566
1.033333,1.0697020571428573,1.088889
1.033333,1.181064,1.94444442105263
1.0344051228070168,0.9887488421052634,1.88138403508772
1.16184210526316,1.61427339473684,1.1299229694444446
1.061111,1.3296625,0.99013885
1.86637941754386,1.032609,1.09005370614035
1.75380136842105,1.032609,1.21374284210526
1.9761695263157877,1.032609,1.044444
1.933479210526315,1.032609,1.044444
1.3631577819548883,1.0473217214285715,1.073349616541353
1.43611105263158,1.0841035250000002,1.1456136578947351
1.93055555263158,1.283227691666665,1.6181285
1.5679824999999998,1.153981728070175,1.4469298815789502
1.016667,1.059783,1.005556
1.75385811111111,1.059783,1.005556
