P109,P131,P144,P157
0.7459953270676697,0.5217390000000001,0.5146084473684212,0.7163482783834586
0.9619559999999999,0.656846505263158,0.543478,0.804348
0.961956,0.958295442105263,0.5434780000000001,0.8043479999999998
0.9619559999999999,1.0073710414230022,0.543478,0.8320938859649122
0.9619559999999999,1.054348,0.7684191934210529,0.9402169999999999
0.961956,1.054348,0.967391000000001,0.940217
0.961956,1.07980571052632,1.0144449736842098,0.940217
0.961956,1.10326115789474,1.021739,0.940217
0.9619559999999999,1.0903529605263163,1.021739,0.9402169999999999
1.7217534078947374,1.1923627368421075,1.03525447368421,1.01087
1.2465674385964898,1.0220250526315802,1.6330091578947368,1.1465487719298233
1.0494035488721802,1.032609,1.3135828796992488,1.2135500526315788
1.15932492105263,1.032609,1.6633295263157901,1.63386734210526
1.0823799605263151,1.032609,1.3452517631578953,1.3411040921052626
1.29519452631579,1.032609,1.32894736842105,1.84982836842105
1.005435,1.032609,1.027174,1.0467198947368432
1.005435,1.032609,1.242992,1.043478
1.005435,1.032609,1.065217,1.043478
1.005435,1.032609,1.065217,1.043478
1.005435,1.55263168421053,1.92663044444444,1.043478
1.005435,1.55263168421053,1.92663044444444,1.043478
1.014731289473685,1.36382069883041,1.435497605263155,1.043478
1.054348,1.73855836842105,1.0666472631579,1.043478
1.054348,1.12356968421053,1.065217,1.043478
1.5330449947368399,1.048913,1.52896947368421,1.043478
1.3694534964912266,1.048913,1.365613578947367,1.043478
1.010567625,1.048913,1.03418219736842,1.043478
1.3668890970760241,1.048913,1.032609,1.143134789473684
1.08348411111111,1.048913,1.032609,1.7708809736842102
1.2069079761988308,1.2438623319590645,1.0326090000000003,1.3040344152631582
1.485268763157895,1.048913,1.032609,1.556357234210525
1.5138588,1.50257436842105,1.032609,1.15331810526316
1.19622410526316,0.972826000000001,1.032609,1.038043
1.18077813157895,0.972826000000001,1.032609,1.038043
1.22844215,0.972826000000001,1.4166667719298267,1.038043
1.24914194736842,0.972826000000001,1.994565,1.038043
1.157609,0.972826000000001,1.994565,1.038043
1.157609,0.972826000000001,1.994565,1.038043
1.152889315789475,1.2452802631578954,1.697082263157895,1.038043
1.125,1.41647597368421,1.016304,1.038043
1.125,1.41647597368421,1.016304,1.038043
