P033,P077,P118
0.5431062210526316,0.39630708479532206,0.658732867602339
0.788043,0.532609000000001,0.853261
0.788043,0.6738369157894741,0.7997527640935681
0.8473241346153847,0.8373086477732787,0.9648387530364373
1.005435,0.798912999999999,0.994565
1.005435,0.913043,1.0444790723684214
1.38958826315789,0.913043,1.184783
1.97125284210526,0.913043,1.70108705263158
1.0642636929824567,0.913043,1.0828563859649116
1.043478,0.913043,1.765732236842105
1.043478,0.913043,1.50629297368421
1.56922189473684,0.876207722222222,0.978261
1.3548339736842099,0.9894874324074072,0.9782609999999999
1.070652,1.58544672222222,0.978261
1.070652,2.0,1.04433655263158
1.070652,1.99154588888889,1.054348
1.070652,1.60210080994152,1.054348
1.070652,1.01087,1.054348
1.9226258947368424,1.01087,1.0493420789473675
2.0,1.01087,1.043478
2.0,1.01087,1.043478
1.62107476388889,1.01087,1.4082522368421075
1.24214952777778,1.01087,1.707379868421055
1.03546921052632,0.998283894736842,1.81035468421053
1.03546921052632,0.998283894736842,1.81035468421053
1.0493897543859647,0.972826000000001,2.0
1.048913,0.972826000000001,2.0
1.048913,0.972826000000001,1.026343694444445
1.048913,0.972826000000001,1.1720108
1.6551296842105268,1.34100340838207,1.228261
1.5204313458646617,0.9519854586466164,1.228261
1.065217,0.961956,1.2404604855263148
1.10497678947368,0.961956,1.14645284210526
1.12342644736842,0.961956,1.14387842105263
1.1255721052631567,0.9619560000000001,1.141304
1.125,0.9619560000000001,1.61927903508772
1.125,0.9619560000000001,1.9674866666666666
1.125,0.961956,1.213767841666665
1.125,0.961956,1.11413
1.125,0.9619560000000001,1.11413
1.59134249122807,0.9619560000000001,1.11413
2.0,0.9619560000000001,1.11413
1.9791189999999999,1.38329492105263,1.11413
1.958238,1.80463384210526,1.11413
1.53804352631579,1.90231692105263,1.11413
1.053919013157895,1.399563690789475,1.11413
1.032609,1.00066742105263,1.11413
1.3278033859649134,1.0,1.14035054385965
1.906822065789475,1.0,1.2270077430555548
1.8545480526315798,1.0,1.28553748611111
1.0502478596491231,1.0302247017543866,2.0
1.048913,1.0337697,1.1670593988888882
1.048913,1.032609,1.081522
1.048913,1.032609,1.081522
1.048913,1.67105263157895,1.081522
1.2107170614035085,1.3040138859649126,1.0952516666666667
1.108696,0.98913,1.11413
1.108696,0.98913,1.1141299999999998
1.108696,0.98913,1.11413
